id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4134363,https://www.airbnb.com/rooms/4134363,20231210055146,2023-12-10,city scrape,Place to stay in Bozeman · ★4.92 · 1 bedroom · 2 beds · 1 bath,,"We think our neighborhood is the nicest in Bozeman. Here is where you will find most of the town's historic homes, including the Story Mansion just one block away. There is a wonderful, friendly atmosphere with a mix of locals, transplant families, and university students who all live in Bozeman for the amazing quality of life and accessibility to the incredible array of outdoor activities and beauty. MSU and downtown are each less than 10 minutes by foot. Hiking and biking trails are close by.",https://a0.muscache.com/pictures/miso/Hosting-4134363/original/02b0cbb6-3f42-4a61-9a18-c0f55c35bd48.jpeg,21447984,https://www.airbnb.com/users/show/21447984,Sharon,2014-09-17,"Bozeman, MT","I have had my home and cottage in Bozeman for over 20 years. During that time our family lived abroad in Lugano, Switzerland, and then Surrey, England for over 9 years, returning to our home once or twice a year to stay in touch with lovely Bozeman and our wonderful local friends. We are originally from Connecticut and have lots of family there that we visit regularly. I’ve been back in Bozeman full time for about 8 years and love all the many activities MT has to offer including skiing, snow shoeing, hiking, cycling, camping, tennis, pickleball, yoga  and so much more. 

I have two sons, one who graduated from the US Naval Academy Annapolis and is now a Marine Officer stationed at Camp Lejeune in North Carolina. The other graduated from University College London, England Medical School and is currently working as a doctor in London and is a competitive rower. 

I’m busy managing my rental properties located on the edge of the MSU campus and our lovely Yellow Dogs guest Cottage along with working as a Property Manager for others. 

Our Yellow Dogs are named Rumo & Tater.  You will occasionally see them playing and chasing balls in the fenced in backyard. 
",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/ada6c22f-fdc9-447e-99f8-c1adb5ff0937.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ada6c22f-fdc9-447e-99f8-c1adb5ff0937.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67114,-111.04041,Entire place,Entire home/apt,3,,1 bath,,2,[],$265.00,4,120,4,4,1125,1125,4.0,1125.0,,t,30,60,90,179,2023-12-10,87,7,0,2014-11-15,2023-10-17,4.92,4.85,4.93,4.99,5.0,4.96,4.87,,f,3,3,0,0,0.79
4407200,https://www.airbnb.com/rooms/4407200,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.67 · 3 bedrooms · 5 beds · 2 baths,,On the golf course and ski/in/out for Nordic Skiing. Nice trails on the golf course!,https://a0.muscache.com/pictures/55353052/ff8d5641_original.jpg,22877888,https://www.airbnb.com/users/show/22877888,Shaun & Nathalie,2014-10-23,"Bozeman, MT","
Our story is pretty unusual, one Hawaiian girl living on Maui met this cowboy from Montana and they got married... 
",within an hour,100%,92%,f,https://a0.muscache.com/im/users/22877888/profile_pic/1416678351/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22877888/profile_pic/1416678351/original.jpg?aki_policy=profile_x_medium,,2,7,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.73038,-111.06779,Entire townhouse,Entire home/apt,7,,2 baths,,5,[],$213.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-10,146,17,0,2014-11-16,2023-10-23,4.67,4.75,4.65,4.87,4.69,4.83,4.67,,t,1,1,0,0,1.32
4778710,https://www.airbnb.com/rooms/4778710,20231210055146,2023-12-10,previous scrape,Home in Bozeman · 3 bedrooms · 2 beds · 2 baths,,"This is a very family friendly neighborhood with walking trails throughout. Harvest Creek  is  known for it's convenient location,  pristine  houses,  manicured lawns, trees & walking trails.",https://a0.muscache.com/pictures/60005791/71490f69_original.jpg,14101343,https://www.airbnb.com/users/show/14101343,Steve & Ellie,2014-04-09,"Destin, FL","My husband and I are an active retired couple that enjoy traveling & doing primarily ""staycations"".  We  decided two years into retirement instead of staying in (Hidden by Airbnb) ’s to turn houses we purchased in Bozeman, Montana (our favorite place)  and Columbia , Missouri into (Hidden by Airbnb) ’s.  We love the lifestyle of living close to our families who are in different states and then renting our houses to people that need short term rentals.  We set our houses up with our guests in mind which simplifies and streamlines our living as well. We have met absolutely wonderful people along this 10 year journey and love the lifestyle. We enjoy hiking, biking, kayaking, fishing, watercolor and most of all hanging out with family.  We try to live by the motto  ""treat others as you would have them treat you"" and generally all else falls in place.",N/A,N/A,0%,f,https://a0.muscache.com/im/users/14101343/profile_pic/1418152053/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/14101343/profile_pic/1418152053/original.jpg?aki_policy=profile_x_medium,,2,9,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68605,-111.07734,Entire home,Entire home/apt,4,,2 baths,,2,[],$139.00,3,182,3,3,182,182,3.0,182.0,,t,1,1,1,1,2023-12-10,0,0,0,,,,,,,,,,,f,1,1,0,0,
6662056,https://www.airbnb.com/rooms/6662056,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.82 · 4 bedrooms · 5 beds · 2.5 baths,,"Whether you are an outdoor enthusiast, enjoy strolling the historic street of downtown Bozeman or visiting the Gallatin Valley on business - this is your home away from home.  You will be within walking distance to the thriving downtown area with many restaurants, coffee shops, salons, boutiques, cultural venues, Montana State University,and the world famous Museum of the Rockies.  There are miles of hiking, biking, and cross country trails located just blocks away. Recreation begins with the breathtaking views of the Bridger Mountains and Hyalite Recreation Area that are displayed out of the dinning and living room windows.  Burke Park,  40 acres of non fenced beauty where endless miles of trails weave through, is right around the corner.  This area features Peet's Hill which is a great place to close the day out watching the sunset with views of Bozeman.   Single track trails continue across Highland Blvd and follow Kagy Road to ‘Painted Hills Trail’.  <br /> Within minutes from this",https://a0.muscache.com/pictures/84000631/402c80de_original.jpg,34871220,https://www.airbnb.com/users/show/34871220,Ehson,2015-06-02,"Bozeman, MT",State licensed property manager.,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/c0d5696f-01e3-47ab-a65a-083942afd0b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c0d5696f-01e3-47ab-a65a-083942afd0b0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.65955,-111.02278,Entire home,Entire home/apt,8,,2.5 baths,,5,[],$349.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,10,31,57,328,2023-12-10,159,17,0,2015-08-18,2023-09-24,4.82,4.89,4.77,4.87,4.86,4.84,4.75,,f,1,1,0,0,1.57
6783856,https://www.airbnb.com/rooms/6783856,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.93 · 2 bedrooms · 2 beds · 2 baths,,My townhouse is located is a quiet and secluded section on the West side of Bozeman.  The home is surrounded by large mature trees that draw many birds. The neighbors are friendly and helpful but respect privacy.,https://a0.muscache.com/pictures/87523423/d46e9b1f_original.jpg,35514344,https://www.airbnb.com/users/show/35514344,Janette,2015-06-10,"Bozeman, MT","Living BIG. Brave, Intentional and Grateful. That is my life motto.

I love exploring nature, hiking, viewing art, cooking and enjoying the company of good friends.  Bozeman is a great connection to all my loves.

Becoming an Airbnb host was a  venture that began after purchasing an R-Pod camper named Grace.  A way to experience new sights and new experiences. So when I am not in the peaceful surroundings of my townhouse, you will find me and Gerty, my 11 pound Brussels Griffon, enjoying the solitude of the mountains just outside the steps of Grace.",N/A,N/A,100%,f,https://a0.muscache.com/im/users/35514344/profile_pic/1433990716/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/35514344/profile_pic/1433990716/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.679,-111.08748,Entire townhouse,Entire home/apt,2,,2 baths,,2,[],$250.00,28,1125,28,28,1125,1125,28.0,1125.0,,t,0,0,0,199,2023-12-10,15,0,0,2015-06-17,2021-03-07,4.93,5.0,5.0,5.0,5.0,4.85,4.92,,f,1,1,0,0,0.15
6800497,https://www.airbnb.com/rooms/6800497,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.92 · 1 bedroom · 3 beds · 1 bath,,"The main house was built in 1880 and remodeled extensively in 2003.  Your suite was new construction in 2003.  Originally the site of one of Bozeman's blacksmith shops, the property is in the historic district just one block from Main street.  The location offers a perfect balance of proximity and privacy.  Just far enough off of Main for tranquility but only a minute or two walk to the heart of Downtown.  Go for breakfast at family oriented Overeasy or the hip Nova Cafe.  Or show up early for biscuits and gravy at the Western Cafe where ranchers, bankers and everyone in between have met over coffee for generations.",https://a0.muscache.com/pictures/d9005ced-3b04-464b-93e2-0b053b44b1e3.jpg,16264310,https://www.airbnb.com/users/show/16264310,Kent,2014-06-02,"Bozeman, MT","In our 70's, my wife Linda are retired from 45 year-long careers in outdoor pursuits and adventure travel.  We have been hosting since 2016.  From 1975 to 2015 we pioneered educational and adventure travel to Baja California (whale watching, sea kayaking, natural history)  China, Tibet, Argentina, Mongolia, and Uruguay on horseback.    

We pay our cleaners more than $30 per hour.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1c1df38a-1ed2-4d09-9e71-ba93e02210b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c1df38a-1ed2-4d09-9e71-ba93e02210b8.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67712,-111.03485,Entire guesthouse,Entire home/apt,4,,1 bath,,3,[],$135.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,27,57,81,347,2023-12-10,333,34,0,2015-12-31,2023-10-29,4.92,4.94,4.85,4.98,4.97,4.98,4.82,,f,1,1,0,0,3.44
6881306,https://www.airbnb.com/rooms/6881306,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.84 · 1 bedroom · 1 bed · 1 bath,,The neighborhood is part of the historic overlay district and is a mix of residential and business with lots of turn of the century homes and mature trees.  Take a stroll in any direction and enjoy the architecture.,https://a0.muscache.com/pictures/miso/Hosting-6881306/original/01d3b6d8-cd96-400f-a1c7-8c2bbd0af0b8.jpeg,36057505,https://www.airbnb.com/users/show/36057505,Kathi,2015-06-17,"Bozeman, MT","Welcome to my home!  I love this fun town and am happy to share it with you.

I grew up in the military; moving around, traveling to amazing places, and forming life-long relationships with amazing people.  Now that I no longer move around, having my homes in Airbnb is a great way to have new people come my way!

I live in Bozeman, MT and take advantage of all there is to offer. Love finding the hidden treasures in this state.  I have rental homes in Bozeman and Livingston, MT and Sun Valley (Ketchum), ID.  They are all in the downtown areas, all in wonderful little towns.  Someday, I may find myself beep bopping from one to the other.

I currently sell real estate in Montana, so if you come this way and fall in love, like everyone does... you know who to call!

If you do stay at one of my homes, I do hope you enjoy it.  

Kathi
",within a few hours,100%,100%,t,https://a0.muscache.com/im/users/36057505/profile_pic/1435782960/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36057505/profile_pic/1435782960/original.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68133,-111.03998,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$136.00,27,1125,27,27,1125,1125,27.0,1125.0,,t,30,60,90,179,2023-12-10,58,2,0,2017-08-11,2023-09-24,4.84,4.91,4.97,4.97,4.97,4.95,4.81,,f,1,1,0,0,0.75
6970499,https://www.airbnb.com/rooms/6970499,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.87 · 1 bedroom · 2 beds · 1 bath,,"This is a north side neighborhood which is clean and moderately quiet (being blocks from Main street downtown area).  This area is very desirable because of its location and has recently transformed into being the ""hip"" part of Bozeman.",https://a0.muscache.com/pictures/6227ee21-0dd1-4c97-9612-4a9ca8c11020.jpg,36548325,https://www.airbnb.com/users/show/36548325,Doug,2015-06-23,"Bozeman, MT","I have been a resident of Bozeman for 40 years and former Director of Marketing and Reservations at Bridger Bowl for 28 years.  I'm also an avid Nordic skier, cyclist, fly fisherman, traveler and a musician. I've cuurently combined interest in Latin percussion and travels to Cuba to do a cross-cultural music project with musicians from Santiago de Cuba and Bozeman.  I've also served on Yellowstone Country of Montana regional tourism board for many years and know the area very well.  I love food ...and I know where to find the good stuff!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/36548325/profile_pic/1443644643/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36548325/profile_pic/1443644643/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68185,-111.04333,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],$88.00,3,99,3,3,99,99,3.0,99.0,,t,11,27,50,50,2023-12-10,351,30,0,2015-12-21,2023-11-05,4.87,4.95,4.86,4.96,4.93,4.97,4.84,,t,2,2,0,0,3.62
7480329,https://www.airbnb.com/rooms/7480329,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 2 baths,,"The apartment is a half mile off of Main Street, and all the shops and restaurants! About 500 feet from the apartment are the trail-heads for the Gallagator Linear Trail and Peete's Hill.  Just past the trail-head (as you walk towards Main Street) is Bogert Park, where you can enjoy free symphony concerts in the park. A few blocks away is the Bozeman Library, and Lindley Park (the site for the Sweet Pea Festival in August and the farmers market in the summer.)",https://a0.muscache.com/pictures/107731680/dd16a6d0_original.jpg,3437116,https://www.airbnb.com/users/show/3437116,Jill,2012-09-01,"Bozeman, MT","I've lived in Bozeman, MT since 2001. I love to be able to share what I love about the area with guests!",within a day,100%,100%,f,https://a0.muscache.com/im/users/3437116/profile_pic/1352092381/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3437116/profile_pic/1352092381/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6724,-111.02983,Entire condo,Entire home/apt,4,,2 baths,,2,[],$165.00,14,999,1,14,999,999,13.9,999.0,,t,0,0,1,184,2023-12-10,10,1,0,2016-08-20,2023-06-24,5.0,5.0,4.9,5.0,5.0,5.0,4.9,,f,1,1,0,0,0.11
7694423,https://www.airbnb.com/rooms/7694423,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.86 · 1 bedroom · 1 bed · 1 bath,,"This lovely, established neighborhood has quick access to over 7 miles of walking trails.  A  block away lies a 5 acre park which offers a multitude of activities.  Walk or run the trail that circles the large pond stocked with blue ribbon trout (catch and release fishing allowed).  Enjoy a picnic in the shelter at the pond, complete with BBQ grills.  Set the kids loose in the popular playground and gather the friends and family for a sand volleyball match.  The Gallatin Valley 100 acre park is less than a mile away and the unit is minutes from downtown.  Keep the car parked and walk or bike to The Market, Bozeman's new hub of dining and shopping convenient for west side residents.",https://a0.muscache.com/pictures/miso/Hosting-7694423/original/9e549c82-2181-4083-8cbd-d02c9968ad30.jpeg,40166238,https://www.airbnb.com/users/show/40166238,Sunny,2015-08-01,,"I am a Montana native, born and raised in Bozeman. I love it here and I never get tired of the breath taking mountain views.  I have been managing my own real estate rentals for over 20 years and appraising real estate here in the Gallatin Valley since 2007.  I am also a real estate broker at Starner Commercial Real Estate in Bozeman Montana.

I like to travel to warm locations. My husband and I honeymooned in Thailand and I hope to visit again someday.   My hobbies include hiking, spending time with family and working on real estate deals.   I've enjoyed being an AirBnB host and all the great people I've met along the way!



",within an hour,90%,95%,t,https://a0.muscache.com/im/pictures/user/ad43a868-7cc7-41e4-b067-0e16c3eddcd2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ad43a868-7cc7-41e4-b067-0e16c3eddcd2.jpg?aki_policy=profile_x_medium,,5,11,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68181,-111.0953,Entire guesthouse,Entire home/apt,2,,1 bath,,1,[],$125.00,28,300,28,28,300,300,28.0,300.0,,t,30,60,90,364,2023-12-10,29,3,0,2015-08-07,2023-10-24,4.86,4.93,4.86,4.96,5.0,4.86,4.79,,t,2,2,0,0,0.29
7809335,https://www.airbnb.com/rooms/7809335,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.92 · 2 bedrooms · 3 beds · 1.5 baths,,"This house is located in the South Black South Tracy Historic District. Walk across the street from the house and you access Linear Trail, an old railroad line converted to a trail and perfect for your morning run. Connect from there to Peets Hill for fabulous views of the entire Gallatin Valley. Also three minutes from the house is Bogert Park, with a big playground and weekly farmer's markets in the summer. And, a few more paces brings you to the Bozeman Library.",https://a0.muscache.com/pictures/99386812/ad894029_original.jpg,18706726,https://www.airbnb.com/users/show/18706726,Otto,2014-07-23,"Bozeman, MT","We have lived in the Bozeman area over 20 years and envisioned this dream home, which we built in 2010, as a blend of local historical architecture and modern design trends. It is our once and future primary residence, but while we're living out of state much of the year, we are ready to share our home with you. 
Sincerely, Otto & Anne",within an hour,100%,91%,f,https://a0.muscache.com/im/users/18706726/profile_pic/1406103493/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18706726/profile_pic/1406103493/original.jpg?aki_policy=profile_x_medium,Mar Vista,3,3,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67412599577849,-111.03681382013174,Entire home,Entire home/apt,4,,1.5 baths,,3,[],$328.00,3,1125,3,5,1125,1125,3.5,1125.0,,t,6,6,6,109,2023-12-10,62,3,0,2015-09-21,2023-10-01,4.92,4.87,4.92,4.95,4.98,4.98,4.68,,t,1,1,0,0,0.62
7855037,https://www.airbnb.com/rooms/7855037,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.94 · 3 bedrooms · 3 beds · 2.5 baths,,Our home is located in a golf course community which turns into xc ski trails in the winter.  We are surrounded by open space and within walking distance to the new 60 acre Story Mill Park.,https://a0.muscache.com/pictures/5cecf090-fe0e-42a5-9d9b-bbe8beaee823.jpg,14843944,https://www.airbnb.com/users/show/14843944,Laura,2014-04-28,"Bozeman, MT",Forget not that the earth delights to feel your bare feet and the winds long to play with your hair. —Khalil Gibran,within an hour,100%,96%,t,https://a0.muscache.com/im/users/14843944/profile_pic/1398707308/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/14843944/profile_pic/1398707308/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.70622,-111.02272,Entire townhouse,Entire home/apt,6,,2.5 baths,,3,[],$299.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-10,159,18,0,2015-09-27,2023-10-12,4.94,4.98,4.9,4.99,4.99,4.92,4.93,,f,1,1,0,0,1.59
8016791,https://www.airbnb.com/rooms/8016791,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.98 · 4 bedrooms · 5 beds · 2 baths,,"Our home is an easy stroll to tasty restaurants and shops. One block away is the main road to Bridger Bowl Ski Area. You are within walking distance to a shuttle service to the ski area & the Main Stream Bus Stop! Also an easy walk, you will find Bikram Yoga to warm you up and the Loft Spa which offers a sauna, steam room and cold plunge. There are many opportunities for scenic walks. Pete's hill is very close where you can take your dog and watch the sunset over Bozeman. Yellowstone National Park is an hour and a half drive through either the breathtaking Paradise River Valley or the Gallatin River Valley. Drive the Loop and take in the amazing wildlife of Montana. On your way, be sure to soak in the Historic Chico Hot Springs and Bozeman Hot Springs while you are here!",https://a0.muscache.com/pictures/0bf07b0f-e341-40c2-95f9-aab766d59a2a.jpg,19523133,https://www.airbnb.com/users/show/19523133,Pele,2014-08-05,"Bozeman, MT",I am a health coach and energy medicine practitioner and my husband a contractor. We own a successful vacation rental in downtown Bozeman. We love accommodating travelers and seek out similar experiences when we travel.,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/73c4deb2-bc86-481d-86c5-d91910865633.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/73c4deb2-bc86-481d-86c5-d91910865633.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68377,-111.03245,Entire home,Entire home/apt,8,,2 baths,,5,[],$268.00,2,31,2,5,1125,1125,2.6,1125.0,,t,11,26,37,221,2023-12-10,178,27,1,2016-03-20,2023-11-19,4.98,4.96,4.98,4.99,4.99,4.98,4.88,,t,2,2,0,0,1.89
8131484,https://www.airbnb.com/rooms/8131484,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.92 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/103596050/11978579_original.jpg,42939495,https://www.airbnb.com/users/show/42939495,Mary,2015-08-30,"Bozeman, MT",.,within an hour,100%,100%,t,https://a0.muscache.com/im/users/42939495/profile_pic/1440977802/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42939495/profile_pic/1440977802/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.67359,-111.05386,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$165.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,6,36,61,287,2023-12-10,197,29,3,2016-02-03,2023-12-05,4.92,4.94,4.94,4.97,4.97,4.98,4.89,,t,1,1,0,0,2.06
8248642,https://www.airbnb.com/rooms/8248642,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.98 · 2 bedrooms · 5 beds · 2 baths,,"Our condo is located overlooking Lindley Park on E. Main Street.  We love it because we are walking distance to all the shops, restaurants, The Ellen and more, but we just escape the noise that all accompanies all that fun.",https://a0.muscache.com/pictures/miso/Hosting-8248642/original/bc214d88-9173-4341-9583-21d2b88fb12e.jpeg,23268299,https://www.airbnb.com/users/show/23268299,Jenny,2014-11-02,"Bloomfield Hills, MI",We have five amazing kids were expats from the day they were born!  We love using Airb&b for our travels and hosting guests in our holiday home in the US.,within an hour,100%,89%,t,https://a0.muscache.com/im/users/23268299/profile_pic/1419924615/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/23268299/profile_pic/1419924615/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68012,-111.02441,Entire condo,Entire home/apt,5,,2 baths,,5,[],$295.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,6,30,46,201,2023-12-10,47,7,0,2017-04-24,2023-06-19,4.98,4.94,4.96,4.89,4.89,5.0,4.79,,f,1,1,0,0,0.58
8471627,https://www.airbnb.com/rooms/8471627,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.94 · 2 bedrooms · 3 beds · 1 bath,,"When visiting Bozeman there really is no better place to stay then right in the heart of downtown. Your apartment is 3 blocks away to the center of the downtown. There are so many great restaurants, boutiques, art galleries, coffee shops, beauty, and nightlife right around the corner from your location on Main Street. Nine blocks the other way gives you access to the shuttle that will take you directly to the ski area at Bridger Bowl.  You will also find a big park located just a block away. Whether you are here for the skiing, hiking, fishing, or visit to Yellowstone you will find our location a great base area for all your fun!",https://a0.muscache.com/pictures/386a213c-a48c-4380-8259-1680d1378940.jpg,44596719,https://www.airbnb.com/users/show/44596719,Jade,2015-09-19,"Bozeman, MT",Tommy and I are a young couple that both grew up in the area.  We enjoy traveling and meeting new people along the way.  When we aren't exploring the world we are in our hometown enjoying the scenery. Since we are both from the area we like to share where our favorite places to go and share our piece of paradise with the rest of the world. We a,within an hour,100%,100%,t,https://a0.muscache.com/im/users/44596719/profile_pic/1442696995/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/44596719/profile_pic/1442696995/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68271529432704,-111.03607380332667,Entire rental unit,Entire home/apt,4,,1 bath,,3,[],$137.00,1,1125,1,3,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-10,684,102,6,2017-02-26,2023-12-03,4.94,4.94,4.96,4.98,4.98,4.99,4.87,,t,2,2,0,0,8.28
